display_first_last,birthdate,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_name,draft_year,draft_round,draft_number,greatest_75_flag
Ed Stanczak,1921-08-15 00:00:00,Central HS (IN),USA,6-1,185.0,2.0,19-21,Forward,Inactive,Packers,Undrafted,Undrafted,Undrafted,N
Terence Stansbury,1961-02-27 00:00:00,Temple,USA,6-5,170.0,3.0,44,Guard,Inactive,Pacers,1984,1,15,N
John Starks,1965-08-10 00:00:00,Oklahoma State,USA,6-5,190.0,13.0,9,Guard,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Nik Stauskas,1993-10-07 00:00:00,Michigan,Canada,6-6,207.0,7.0,13,Guard,Inactive,Celtics,2014,1,8,N
Larry Steele,1949-05-05 00:00:00,Kentucky,USA,6-5,180.0,9.0,15,Guard,Inactive,Trail Blazers,1971,3,37,N
Vladimir Stepania,1976-05-08 00:00:00,Union Olimpija,Georgia,7-1,255.0,7.0,11,Center,Inactive,Heat,1998,1,27,N
Everette Stephens,1966-10-21 00:00:00,Purdue,USA,6-2,175.0,2.0,7-11,Guard,Inactive,Pacers,1988,2,31,N
Jack Stephens,1933-05-18 00:00:00,Notre Dame,USA,6-3,185.0,1.0,15,Guard,Inactive,Hawks,1955,2,7,N
Lance Stephenson,1990-09-05 00:00:00,Cincinnati,USA,6-5,210.0,11.0,6,Forward,Inactive,Pacers,2010,2,40,N
Barry Stevens,1963-01-17 00:00:00,Iowa State,USA,6-5,195.0,1.0,34,Guard,Inactive,Warriors,1985,2,43,N
Lamar Stevens,1997-07-09 00:00:00,Penn State,USA,6-6,230.0,2.0,8,Forward,Active,Cavaliers,Undrafted,Undrafted,Undrafted,N
Wayne Stevens,1936-06-19 00:00:00,Cincinnati,USA,6-3,185.0,1.0,20,Forward,Inactive,Royals,1958,7,49,N
DJ Stewart,1999-07-28 00:00:00,Mississippi State,USA,6-5,205.0,1.0,18,Guard,Inactive,Spurs,Undrafted,Undrafted,Undrafted,N
Dennis Stewart,1947-04-11 00:00:00,Michigan,USA,6-6,220.0,1.0,40,Forward,Inactive,Bullets,1969,4,44,N
Isaiah Stewart,2001-05-22 00:00:00,Washington,USA,6-8,250.0,2.0,28,Forward-Center,Active,Pistons,2020,1,16,N
Larry Stewart,1968-09-21 00:00:00,Coppin State,USA,6-8,230.0,5.0,23,Forward,Inactive,Bullets,Undrafted,Undrafted,Undrafted,N
Greg Stiemsma,1985-09-26 00:00:00,Wisconsin,USA,6-11,260.0,5.0,34,Center,Inactive,Timberwolves,Undrafted,Undrafted,Undrafted,N
Steve Stipanovich,1960-11-17 00:00:00,Missouri,USA,6-11,245.0,5.0,40,Center,Inactive,Pacers,1983,1,2,N
Bryant Stith,1970-12-10 00:00:00,Virginia,USA,6-5,210.0,11.0,23,Guard,Inactive,Nuggets,1992,1,13,N
Tom Stith,1939-01-21 00:00:00,St. Bonaventure,USA,6-5,210.0,1.0,8,Forward,Inactive,Knicks,1961,1,2,N
Alex Stivrins,1962-11-29 00:00:00,Colorado,USA,6-8,220.0,2.0,11,Forward,Inactive,Suns,1985,4,75,N
David Stockton,1991-06-24 00:00:00,Gonzaga,USA,5-11,165.0,3.0,5,Guard,Inactive,Jazz,2014,0,0,N
John Stockton,1962-03-26 00:00:00,Gonzaga,USA,6-1,175.0,19.0,12,Guard,Inactive,Jazz,1984,1,16,Y
Peja Stojakovic,1977-06-09 00:00:00,PAOK,Serbia,6-10,229.0,14.0,16,Forward,Inactive,Kings,1996,1,14,N
Greg Stokes,1963-08-05 00:00:00,Iowa,USA,6-10,220.0,2.0,41,Forward,Inactive,76ers,1985,2,33,N
Maurice Stokes,1933-06-17 00:00:00,St. Francis (PA),USA,6-7,232.0,3.0,12,Forward,Inactive,Royals,1955,1,2,N
Diamond Stone,1997-02-10 00:00:00,Maryland,USA,6-11,255.0,2.0,0,Center,Inactive,Clippers,2016,2,40,N
Julyan Stone,1988-12-07 00:00:00,Texas-El Paso,USA,6-6,200.0,4.0,32,Guard,Inactive,Nuggets,Undrafted,Undrafted,Undrafted,N
Awvee Storey,1977-04-18 00:00:00,Arizona State,USA,6-6,225.0,4.0,20,Forward-Guard,Inactive,Bucks,Undrafted,Undrafted,Undrafted,N
Amar'e Stoudemire,1982-11-16 00:00:00,Cypress Creek HS (FL),USA,6-10,245.0,15.0,5,Forward-Center,Inactive,Knicks,2002,1,9,N
Paul Stovall,1948-08-16 00:00:00,Arizona State,USA,6-4,215.0,1.0,23,Forward,Inactive,Suns,1972,2,22,N
DJ Strawberry,1985-06-15 00:00:00,Maryland,USA,6-5,201.0,2.0,8,Guard,Inactive,Suns,2007,2,59,N
Joe Strawder,1940-09-21 00:00:00,Bradley,USA,6-10,235.0,3.0,16,Center,Inactive,Pistons,1964,4,34,N
Bill Stricker,1948-01-22 00:00:00,Pacific,USA,6-8,210.0,1.0,34,Forward,Inactive,Trail Blazers,1970,4,54,N
Roger Strickland,1940-09-04 00:00:00,Jacksonville,USA,6-5,200.0,1.0,16,Forward,Inactive,Bullets,1963,1,7,N
John Stroeder,1958-07-24 00:00:00,Montana,USA,6-10,260.0,2.0,25,Forward,Inactive,Bucks,1980,8,168,N
Lamont Strothers,1968-05-10 00:00:00,Christopher Newport,USA,6-4,190.0,2.0,10,Guard,Inactive,Mavericks,1991,2,43,N
John Stroud,1957-10-29 00:00:00,Mississippi,USA,6-7,215.0,1.0,42,Forward,Inactive,Rockets,1980,2,27,N
Jalen Suggs,2001-06-03 00:00:00,Gonzaga,USA,6-5,205.0,1.0,4,Guard,Active,Magic,2021,1,5,N
Gary Suiter,1945-01-18 00:00:00,Midwestern State,USA,6-9,225.0,1.0,40,Center,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
DaJuan Summers,1988-01-24 00:00:00,Georgetown,USA,6-8,240.0,5.0,35,Forward,Inactive,Pistons,2009,2,35,N
Edmond Sumner,1995-12-31 00:00:00,Xavier,USA,6-4,196.0,4.0,4,Guard,Active,Nets,2017,2,52,N
Sun Sun,1985-11-06 00:00:00,Beijing,China,6-9,205.0,2.0,9,Guard,Inactive,Lakers,2007,2,40,N
Don Sunderlage,1929-12-20 00:00:00,Illinois,USA,6-1,180.0,2.0,18,Guard,Inactive,Hawks,1951,1,9,N
Bruno Sundov,1980-02-10 00:00:00,Split,Croatia,7-2,260.0,8.0,14,Center,Inactive,Pacers,1998,2,35,N
Jon Sundvold,1961-07-02 00:00:00,Missouri,USA,6-2,170.0,9.0,20,Guard,Inactive,Spurs,1983,1,16,N
Bob Sura,1973-03-25 00:00:00,Florida State,USA,6-5,200.0,11.0,3,Guard,Inactive,Cavaliers,1995,1,17,N
Greg Sutton,1967-12-03 00:00:00,Oral Roberts,USA,6-2,185.0,3.0,20,Guard,Inactive,Hornets,1991,2,49,N
Bennie Swain,1933-12-16 00:00:00,Texas Southern,USA,6-8,220.0,1.0,16,Forward,Inactive,Celtics,1958,1,7,N
Caleb Swanigan,1997-04-18 00:00:00,Purdue,USA,6-9,260.0,4.0,50,Forward,Inactive,Trail Blazers,2017,1,26,N
Michael Sweetney,1982-10-25 00:00:00,Georgetown,USA,6-8,270.0,5.0,50,Forward,Inactive,Knicks,2003,1,9,N
Cole Swider,1999-05-08 00:00:00,Syracuse,USA,6-9,220.0,0.0,20,Forward,Active,Lakers,Undrafted,Undrafted,Undrafted,N
Robert Swift,1985-12-03 00:00:00,Bakersfield HS (CA),USA,7-1,270.0,5.0,31,Center,Inactive,Thunder,2004,1,12,N
Stromile Swift,1979-11-21 00:00:00,Louisiana State,USA,6-10,220.0,10.0,4,Forward-Center,Inactive,Grizzlies,2000,1,2,N
Aaron Swinson,1970-12-21 00:00:00,Auburn,USA,6-5,230.0,1.0,4,Forward,Inactive,Suns,Undrafted,Undrafted,Undrafted,N
Pape Sy,1988-04-05 00:00:00,Le Havre,France,6-7,225.0,2.0,19,Forward-Guard,Inactive,Hawks,2010,2,53,N
Larry Sykes,1973-04-11 00:00:00,Xavier,USA,6-9,255.0,1.0,54,Forward,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Brett Szabo,1968-02-01 00:00:00,Augustana (SD),USA,6-11,230.0,1.0,43,Center,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Wally Szczerbiak,1977-03-05 00:00:00,Miami (Ohio),USA,6-7,240.0,11.0,10,Guard-Forward,Inactive,Timberwolves,1999,1,6,N
Chris Taft,1985-03-10 00:00:00,Pittsburgh,USA,6-10,261.0,2.0,21,Forward,Inactive,Warriors,2005,2,42,N
Sid Tannenbaum,1925-10-08 00:00:00,New York University,USA,6-0,160.0,2.0,6,Guard,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Dragan Tarlac,1973-05-09 00:00:00,Olympiacos,Serbia,6-11,270.0,1.0,12,Center-Forward,Inactive,Bulls,1995,2,31,N
Roy Tarpley,1964-11-28 00:00:00,Michigan,USA,7-0,230.0,6.0,42,Forward,Inactive,Mavericks,1986,1,7,N
Jae'Sean Tate,1995-10-28 00:00:00,Ohio State,USA,6-5,230.0,2.0,8,Forward,Active,Rockets,Undrafted,Undrafted,Undrafted,N
Jayson Tatum,1998-03-03 00:00:00,Duke,USA,6-8,210.0,5.0,0,Forward-Guard,Active,Celtics,2017,1,3,N
Edy Tavares,1992-03-22 00:00:00,Gran Canaria,Cabo Verde,7-3,265.0,3.0,40,Center,Inactive,Hawks,2014,2,43,N
Anthony Taylor,1965-11-30 00:00:00,Oregon,USA,6-4,175.0,1.0,3,Guard,Inactive,Heat,1988,2,44,N
Donell Taylor,1982-07-26 00:00:00,Alabama-Birmingham,USA,6-5,193.0,3.0,21,Guard,Inactive,Wizards,Undrafted,Undrafted,Undrafted,N
Fred Taylor,1948-02-05 00:00:00,Texas-Pan American,USA,6-5,180.0,2.0,23,Guard,Inactive,Suns,1970,2,27,N
Jay Taylor,1967-10-03 00:00:00,Eastern Illinois,USA,6-3,190.0,1.0,24,Forward,Inactive,Nets,Undrafted,Undrafted,Undrafted,N
Leonard Taylor,1966-05-02 00:00:00,California,USA,6-8,220.0,1.0,44,Forward,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Mike Taylor,1986-01-21 00:00:00,Iowa State,USA,6-2,165.0,2.0,4,Guard,Inactive,Clippers,2008,2,55,N
Terry Taylor,1999-09-23 00:00:00,Austin Peay,USA,6-4,230.0,1.0,32,Forward,Active,Bulls,Undrafted,Undrafted,Undrafted,N
Vince Taylor,1960-09-11 00:00:00,Duke,USA,6-5,180.0,1.0,8,Guard,Inactive,Knicks,1982,2,34,N
Terry Teagle,1960-04-10 00:00:00,Baylor,USA,6-5,195.0,11.0,10,Guard,Inactive,Warriors,1982,1,16,N
Jeff Teague,1988-06-10 00:00:00,Wake Forest,USA,6-3,195.0,13.0,5,Guard,Inactive,Hawks,2009,1,19,N
Garrett Temple,1986-05-08 00:00:00,Louisiana State,USA,6-6,195.0,12.0,41,Guard-Forward,Active,Pelicans,Undrafted,Undrafted,Undrafted,N
Ira Terrell,1954-06-19 00:00:00,Southern Methodist,USA,6-8,200.0,2.0,34,Forward,Inactive,Suns,1976,3,45,N
Jared Terrell,1995-02-10 00:00:00,Rhode Island,USA,6-3,227.0,2.0,3,Guard,Inactive,Timberwolves,Undrafted,Undrafted,Undrafted,N
Carlos Terry,1956-06-22 00:00:00,Winston-Salem State,USA,6-4,210.0,3.0,12,Guard,Inactive,Bullets,1978,5,104,N
Chuck Terry,1950-09-27 00:00:00,Long Beach State,USA,6-6,215.0,3.0,12,Guard,Inactive,Bucks,1972,2,29,N
Dalen Terry,2002-07-12 00:00:00,Arizona,USA,6-7,195.0,0.0,25,Forward,Active,Bulls,2022,1,18,N
Tyrell Terry,2000-09-28 00:00:00,Stanford,USA,6-2,160.0,3.0,3,Guard,Inactive,Grizzlies,2020,2,31,N
Hasheem Thabeet,1987-02-16 00:00:00,Connecticut,Tanzania,7-3,263.0,5.0,34,Center,Inactive,Grizzlies,2009,1,2,N
Daniel Theis,1992-04-04 00:00:00,Brose Bamberg,Germany,6-8,245.0,5.0,27,Forward-Center,Active,Pacers,Undrafted,Undrafted,Undrafted,N
Peter Thibeaux,1961-10-03 00:00:00,St. Mary's (CA),USA,6-7,210.0,2.0,7,Forward,Inactive,Warriors,1983,4,77,N
Justus Thigpen,1947-08-13 00:00:00,Weber State,USA,6-1,160.0,2.0,23,Guard,Inactive,Pistons,1969,11,147,N
David Thirdkill,1960-04-12 00:00:00,Bradley,USA,6-7,195.0,5.0,45,Forward,Inactive,Celtics,1982,1,15,N
Billy Thomas,1975-12-23 00:00:00,Kansas,USA,6-5,220.0,4.0,12,Guard,Inactive,Nets,Undrafted,Undrafted,Undrafted,N
Cam Thomas,2001-10-13 00:00:00,Louisiana State,Japan,6-3,210.0,1.0,24,Guard,Active,Nets,2021,1,27,N
Carl Thomas,1969-10-03 00:00:00,Eastern Michigan,USA,6-4,195.0,3.0,30,Guard,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
Irving Thomas,1966-01-02 00:00:00,Florida State,USA,6-8,225.0,1.0,30,Forward,Inactive,Lakers,Undrafted,Undrafted,Undrafted,N
Isaiah Thomas,1989-02-07 00:00:00,Washington,USA,5-9,185.0,12.0,4,Guard,Inactive,Hornets,2011,2,60,N
Isiah Thomas,1961-04-30 00:00:00,Indiana,USA,6-1,180.0,13.0,11,Guard,Inactive,Pistons,1981,1,2,Y
Jim Thomas,1960-10-19 00:00:00,Indiana,USA,6-3,190.0,4.0,20,Guard,Inactive,Pacers,1983,2,40,N
Joe Thomas,1948-06-27 00:00:00,Marquette,USA,6-6,205.0,1.0,40,Forward,Inactive,Suns,1970,6,95,N
Khyri Thomas,1996-05-08 00:00:00,Creighton,USA,6-3,210.0,4.0,13,Guard,Inactive,Pistons,2018,2,38,N
Matt Thomas,1994-08-04 00:00:00,Iowa State,USA,6-3,190.0,4.0,21,Guard,Inactive,Bulls,Undrafted,Undrafted,Undrafted,N
Terry Thomas,1953-08-20 00:00:00,Detroit,USA,6-8,220.0,1.0,50,Forward,Inactive,Pistons,1975,9,151,N
Tim Thomas,1977-02-26 00:00:00,Villanova,USA,6-10,240.0,14.0,7,Forward,Inactive,Bucks,1997,1,7,N
Trey Thompkins,1990-05-29 00:00:00,Georgia,USA,6-10,245.0,2.0,33,Forward,Inactive,Clippers,2011,2,37,N
Billy Thompson,1963-12-01 00:00:00,Louisville,USA,6-7,195.0,6.0,55,Forward,Inactive,Heat,1986,1,19,N
Corny Thompson,1960-02-05 00:00:00,Connecticut,USA,6-8,225.0,1.0,25,Forward,Inactive,Mavericks,1982,3,50,N
George Thompson,1947-11-29 00:00:00,Marquette,USA,6-2,200.0,1.0,24,Guard,Inactive,Bucks,1969,5,66,N
Jason Thompson,1986-07-21 00:00:00,Rider University,USA,6-11,250.0,9.0,1,Forward-Center,Inactive,Kings,2008,1,12,N
Kevin Thompson,1971-02-07 00:00:00,North Carolina State,USA,6-11,260.0,1.0,35,Center,Inactive,Trail Blazers,1993,2,48,N
Klay Thompson,1990-02-08 00:00:00,Washington State,USA,6-6,220.0,9.0,11,Guard,Active,Warriors,2011,1,11,N
Mychal Thompson,1955-01-30 00:00:00,Minnesota,USA,6-10,226.0,12.0,43,Center,Inactive,Trail Blazers,1978,1,1,N
Paul Thompson,1961-05-25 00:00:00,Tulane,USA,6-6,210.0,3.0,44,Guard,Inactive,Cavaliers,1983,3,50,N
Stephen Thompson,1968-12-02 00:00:00,Syracuse,USA,6-4,185.0,1.0,5,Forward,Inactive,Kings,Undrafted,Undrafted,Undrafted,N
Tristan Thompson,1991-03-13 00:00:00,University of Texas at Austin,Canada,6-9,254.0,12.0,3,Center-Forward,Inactive,Bulls,2011,1,4,N
JT Thor,2002-08-26 00:00:00,Auburn,USA,6-9,203.0,1.0,21,Forward,Active,Hornets,2021,2,37,N
Rod Thorn,1941-05-23 00:00:00,West Virginia,USA,6-4,195.0,8.0,44,Guard,Inactive,SuperSonics,1963,1,2,N
Al Thornton,1983-12-07 00:00:00,Florida State,USA,6-8,235.0,5.0,23,Forward,Inactive,Clippers,2007,1,14,N
Bob Thornton,1962-07-10 00:00:00,California-Irvine,USA,6-10,225.0,8.0,34,Forward,Inactive,76ers,1984,4,87,N
Sindarius Thornwell,1994-11-15 00:00:00,South Carolina,USA,6-4,215.0,5.0,15,Guard,Inactive,Clippers,2017,2,48,N
Sedale Threatt,1961-09-10 00:00:00,West Virginia Tech,USA,6-2,185.0,14.0,2,Guard,Inactive,Lakers,1983,6,139,N
Nate Thurmond,1941-07-25 00:00:00,Bowling Green,USA,6-11,225.0,14.0,42,Center,Inactive,Warriors,1963,1,3,Y
Matisse Thybulle,1997-03-04 00:00:00,Washington,USA,6-5,201.0,3.0,4,Guard-Forward,Active,Trail Blazers,2019,1,20,N
Dan Tieman,1940-11-30 00:00:00,Thomas More,USA,6-0,185.0,1.0,41,Guard,Inactive,Royals,Undrafted,Undrafted,Undrafted,N
Killian Tillie,1998-03-05 00:00:00,Gonzaga,France,6-9,220.0,3.0,35,Forward-Center,Inactive,Grizzlies,Undrafted,Undrafted,Undrafted,N
Darren Tillis,1960-02-23 00:00:00,Cleveland State,USA,6-11,215.0,2.0,22,Center,Inactive,Warriors,1982,1,23,N
Wayman Tisdale,1964-06-09 00:00:00,Oklahoma,USA,6-9,260.0,12.0,23,Forward,Inactive,Kings,1985,1,2,N
Ray Tolbert,1958-09-10 00:00:00,Indiana,USA,6-9,225.0,5.0,44,Forward,Inactive,SuperSonics,1981,1,18,N
Tom Tolbert,1965-10-16 00:00:00,Arizona,USA,6-7,235.0,7.0,39,Forward,Inactive,Warriors,1988,2,34,N
Anthony Tolliver,1985-06-01 00:00:00,Creighton,USA,6-8,240.0,14.0,43,Forward,Inactive,Pistons,Undrafted,Undrafted,Undrafted,N
Andrew Toney,1957-11-23 00:00:00,Louisiana-Lafayette,USA,6-3,178.0,8.0,22,Guard,Inactive,76ers,1980,1,8,N
Sedric Toney,1962-04-13 00:00:00,Dayton,USA,6-2,178.0,5.0,4,Guard,Inactive,Hawks,1985,3,59,N
Andy Toolson,1966-01-19 00:00:00,Brigham Young,USA,6-6,210.0,2.0,5,Forward,Inactive,Jazz,Undrafted,Undrafted,Undrafted,N
Bernard Toone,1956-07-14 00:00:00,Marquette,USA,6-9,210.0,1.0,3,Forward,Inactive,76ers,1979,2,37,N
Obi Toppin,1998-03-04 00:00:00,Dayton,USA,6-9,220.0,2.0,1,Forward,Active,Knicks,2020,1,8,N
Gene Tormohlen,1937-05-12 00:00:00,Tennessee,USA,6-8,230.0,6.0,34,Center,Inactive,Hawks,1959,2,11,N
Juan Toscano-Anderson,1993-04-10 00:00:00,Marquette,USA,6-6,209.0,3.0,95,Forward,Active,Jazz,Undrafted,Undrafted,Undrafted,N
Bill Tosheff,1926-06-02 00:00:00,Indiana,USA,6-1,175.0,3.0,9,Guard,Inactive,Olympians,1951,4,32,N
Axel Toupane,1992-07-23 00:00:00,                                   ,France,6-7,210.0,4.0,66,Guard-Forward,Inactive,Nuggets,Undrafted,Undrafted,Undrafted,N
Monte Towe,1953-09-27 00:00:00,North Carolina State,USA,5-7,150.0,1.0,13,Guard,Inactive,Nuggets,1975,4,57,N
Karl-Anthony Towns,1995-11-15 00:00:00,Kentucky,USA,7-0,248.0,7.0,32,Center-Forward,Active,Timberwolves,2015,1,1,N
George Trapp,1948-07-11 00:00:00,Long Beach State,USA,6-8,205.0,6.0,31,Forward,Inactive,Pistons,1971,1,5,N
John Trapp,1945-10-02 00:00:00,UNLV,USA,6-7,210.0,5.0,31,Forward,Inactive,Rockets,1968,2,15,N
Gary Trent,1974-09-22 00:00:00,Ohio,USA,6-8,250.0,10.0,20,Forward,Inactive,Timberwolves,1995,1,11,N
Jeff Trepagnier,1979-07-11 00:00:00,USC,USA,6-4,200.0,4.0,4,Guard,Inactive,Nuggets,2001,2,35,N
John Tresvant,1939-11-06 00:00:00,Seattle,USA,6-7,215.0,9.0,12,Forward,Inactive,Bullets,1964,5,40,N
Kelly Tripucka,1959-02-16 00:00:00,Notre Dame,USA,6-6,220.0,10.0,7,Forward,Inactive,Pistons,1981,1,12,N
Jake Tsakalidis,1979-06-10 00:00:00,AEK Athens,Greece,7-2,290.0,8.0,25,Center,Inactive,Suns,2000,1,25,N
John Tschogl,1950-04-25 00:00:00,California-Santa Barbara,USA,6-6,206.0,3.0,26,Forward,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Al Tucker,1943-02-24 00:00:00,Oklahoma Baptist,USA,6-8,190.0,4.0,35,Forward,Inactive,SuperSonics,1967,1,6,N
Jim Tucker,1932-12-11 00:00:00,Duquesne,USA,6-7,185.0,3.0,17,Forward,Inactive,Nationals,1954,3,24,N
Rayjon Tucker,1997-09-24 00:00:00,Arkansas-Little Rock,USA,6-3,209.0,4.0,59,Guard,Inactive,Bucks,Undrafted,Undrafted,Undrafted,N
Trent Tucker,1959-12-20 00:00:00,Minnesota,USA,6-5,193.0,11.0,6,Guard,Inactive,Knicks,1982,1,6,N
Hedo Turkoglu,1979-03-19 00:00:00,Efes Pilsen,Turkey,6-10,220.0,15.0,15,Forward,Inactive,Magic,2000,1,16,N
Bill Turner,1944-02-18 00:00:00,Akron,USA,6-7,220.0,6.0,34,Forward,Inactive,Warriors,1967,3,27,N
Elston Turner,1959-06-10 00:00:00,Mississippi,USA,6-5,190.0,8.0,21,Guard,Inactive,Nuggets,1981,2,43,N
Evan Turner,1988-10-27 00:00:00,Ohio State,USA,6-6,220.0,11.0,1,Guard-Forward,Inactive,76ers,2010,1,2,N
Jack Turner,1930-06-29 00:00:00,Western Kentucky,USA,6-4,170.0,1.0,16,Guard,Inactive,Knicks,1954,1,8,N
Jeff Turner,1962-04-09 00:00:00,Vanderbilt,USA,6-9,230.0,10.0,31,Forward,Inactive,Magic,1984,1,17,N
John Turner,1967-11-30 00:00:00,Phillips,USA,6-8,245.0,1.0,40,Forward,Inactive,Rockets,1991,1,20,N
Myles Turner,1996-03-24 00:00:00,Texas,USA,6-11,250.0,7.0,33,Center-Forward,Active,Pacers,2015,1,11,N
Mel Turpin,1960-12-28 00:00:00,Kentucky,USA,6-11,240.0,5.0,50,Center,Inactive,Cavaliers,1984,1,6,N
Dave Twardzik,1950-09-20 00:00:00,Old Dominion,USA,6-1,175.0,4.0,13,Guard,Inactive,Trail Blazers,1972,2,26,N
B.J. Tyler,1971-04-30 00:00:00,Texas-Austin,USA,6-1,185.0,1.0,1,Guard,Inactive,76ers,1994,1,20,N
Jeremy Tyler,1991-06-21 00:00:00,Tokyo Apache,USA,6-10,250.0,4.0,4,Forward,Inactive,Warriors,2011,2,39,N
Terry Tyler,1956-10-30 00:00:00,Detroit,USA,6-7,215.0,11.0,41,Forward,Inactive,Pistons,1978,2,23,N
Ekpe Udoh,1987-05-20 00:00:00,Baylor,USA,6-10,245.0,8.0,33,Center-Forward,Inactive,Bucks,2010,1,6,N
Wes Unseld,1946-03-14 00:00:00,Louisville,USA,6-7,245.0,13.0,41,Center,Inactive,Bullets,1968,1,2,Y
Kelvin Upshaw,1963-01-24 00:00:00,Utah,USA,6-2,180.0,3.0,5,Guard,Inactive,Mavericks,Undrafted,Undrafted,Undrafted,N
Jarrod Uthoff,1993-05-19 00:00:00,Iowa,USA,6-9,220.0,3.0,7,Forward,Inactive,Mavericks,Undrafted,Undrafted,Undrafted,N
Robert Vaden,1985-03-03 00:00:00,Alabama-Birmingham,USA,6-5,205.0,1.0,30,Guard-Forward,Inactive,Thunder,2009,2,54,N
Darnell Valentine,1959-02-03 00:00:00,Kansas,USA,6-2,183.0,9.0,1,Guard,Inactive,Trail Blazers,1981,1,16,N
Ron Valentine,1957-11-27 00:00:00,Old Dominion,USA,6-7,210.0,1.0,42,Forward,Inactive,Nuggets,1980,3,51,N
John Vallely,1948-10-03 00:00:00,UCLA,USA,6-3,185.0,2.0,33,Guard,Inactive,Hawks,1970,1,14,N
Dick Van Arsdale,1943-02-22 00:00:00,Indiana,USA,6-5,210.0,12.0,5,Guard,Inactive,Suns,1965,2,10,N
Tom Van Arsdale,1943-02-22 00:00:00,Indiana,USA,6-5,202.0,12.0,4,Forward,Inactive,Kings,1965,2,11,N
Nick Van Exel,1971-11-27 00:00:00,Cincinnati,USA,6-1,190.0,13.0,31,Guard,Inactive,Lakers,1993,2,37,N
Keith Van Horn,1975-10-23 00:00:00,Utah,USA,6-10,245.0,10.0,2,Forward,Inactive,Nets,1997,1,2,N
Norm Van Lier,1947-04-01 00:00:00,St. Francis (PA),USA,6-1,173.0,10.0,4,Guard,Inactive,Bulls,1969,3,34,N
Fred VanVleet,1994-02-25 00:00:00,Wichita State,USA,6-0,197.0,6.0,23,Guard,Active,Raptors,Undrafted,Undrafted,Undrafted,N
Log Vander Velden,1971-04-03 00:00:00,Wisconsin-Green Bay,USA,6-8,215.0,1.0,25,Forward,Inactive,Clippers,Undrafted,Undrafted,Undrafted,N
Jarred Vanderbilt,1999-04-03 00:00:00,Kentucky,USA,6-8,214.0,4.0,2,Forward,Active,Lakers,2018,2,41,N
Kiki Vandeweghe,1958-08-01 00:00:00,UCLA,USA,6-8,220.0,13.0,55,Forward,Inactive,Nuggets,1980,1,11,N
David Vanterpool,1973-03-21 00:00:00,St. Bonaventure,USA,6-5,200.0,1.0,22,Guard,Inactive,Wizards,Undrafted,Undrafted,Undrafted,N
Ratko Varda,1979-05-06 00:00:00,Partizan,Bosnia and Herzegovina,7-1,265.0,2.0,50,Center,Inactive,Pistons,Undrafted,Undrafted,Undrafted,N
Jarvis Varnado,1988-03-01 00:00:00,Mississippi State,USA,6-9,230.0,2.0,40,Forward-Center,Inactive,76ers,2010,2,41,N
Charles Vaughn,1940-02-19 00:00:00,Southern Illinois,USA,6-3,190.0,5.0,10,Guard,Inactive,Hawks,1962,4,26,N
Jacque Vaughn,1975-02-11 00:00:00,Kansas,USA,6-1,190.0,13.0,11,Guard,Inactive,Jazz,1997,1,27,N
Virgil Vaughn,1918-05-15 00:00:00,Western Kentucky,USA,6-4,205.0,1.0,17,Forward,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Loy Vaught,1968-02-27 00:00:00,Michigan,USA,6-9,240.0,11.0,35,Forward-Center,Inactive,Clippers,1990,1,13,N
Bob Verga,1945-09-07 00:00:00,Duke,USA,6-1,190.0,1.0,17,Guard,Inactive,Trail Blazers,1967,3,25,N
Peter Verhoeven,1959-02-15 00:00:00,Fresno State,USA,6-9,215.0,6.0,50,Forward,Inactive,Trail Blazers,1981,4,85,N
Gundars Vetra,1967-05-22 00:00:00,VEF Riga,Latvia,6-6,195.0,1.0,2,Forward,Inactive,Timberwolves,Undrafted,Undrafted,Undrafted,N
Joao Vianna,1966-11-15 00:00:00,Travajara,Brazil,6-9,215.0,1.0,31,Forward,Inactive,Mavericks,Undrafted,Undrafted,Undrafted,N
Luca Vildoza,1995-08-11 00:00:00,                                   ,Argentina,6-3,190.0,2.0,6,Guard,Inactive,Bucks,Undrafted,Undrafted,Undrafted,N
Gabe Vincent,1996-06-14 00:00:00,California-Santa Barbara,USA,6-2,200.0,3.0,2,Guard,Active,Heat,Undrafted,Undrafted,Undrafted,N
Jay Vincent,1959-06-10 00:00:00,Michigan State,USA,6-7,220.0,9.0,3,Forward,Inactive,Mavericks,1981,2,24,N
Sam Vincent,1963-05-18 00:00:00,Michigan State,USA,6-2,185.0,7.0,11,Guard,Inactive,Magic,1985,1,20,N
Gary Voce,1965-11-24 00:00:00,Notre Dame,USA,6-9,240.0,1.0,54,Forward,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
Alexander Volkov,1964-03-29 00:00:00,Stroitel,Ukraine,6-10,218.0,2.0,8,Center,Inactive,Hawks,1986,6,134,N
